,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]"
980,0,0,2,0,9,4
981,0,5,5,31,31,41
982,3,1,0,4,0,7
983,0,0,1,0,0,0
984,0,5,5,1,1,0
985,1,1,0,0,0,0
986,0,0,6,0,5,0
987,0,0,2,0,2,1
988,0,7,7,9,6,2
989,0,1,1,2,2,2
990,1,4,1,9,12,0
991,2,2,0,27,0,13
992,1,1,1,21,33,27
993,1,2,1,8,12,0
994,0,1,1,1,3,3
995,0,0,2,0,2,0
996,2,1,0,9,0,12
997,1,0,0,1,2,3
998,1,3,0,3,0,1
999,2,1,0,0,0,0
1000,0,0,4,0,5,10
1001,0,0,0,0,0,0
1002,0,2,2,5,6,4
1003,0,0,0,0,0,0
1004,0,4,4,9,13,4
1005,0,0,2,0,4,0
1006,0,0,1,0,6,5
1007,0,3,3,0,0,0
1008,2,1,0,1,0,2
1009,0,0,2,0,2,3
1010,0,0,0,0,0,6
1011,1,2,1,7,13,11
1012,0,1,1,2,3,2
1013,1,1,3,3,13,10
1014,0,3,3,29,32,15
1015,0,0,4,0,18,9
1016,1,2,0,5,0,0
1017,0,0,12,0,19,7
1018,1,4,3,10,1,0
1019,2,2,0,0,0,1
1020,0,0,1,0,2,2
1021,0,0,2,0,16,0
1022,0,0,0,4,4,4
1023,0,5,5,2,1,0
1024,2,0,0,17,17,29
1025,2,1,1,1,3,18
1026,1,1,1,0,0,0
1027,0,2,2,25,22,25
1028,1,2,0,10,0,17
1029,0,0,0,0,10,10
1030,3,0,0,1,0,5
1031,0,0,2,0,36,19
1032,0,0,3,0,5,0
1033,0,1,1,4,3,3
1034,0,3,3,2,2,3
1035,2,0,0,8,9,16
1036,1,0,2,9,3,14
1037,1,1,0,0,1,1
1038,0,0,0,0,4,4
1039,2,3,0,2,0,0
1040,0,4,4,1,1,0
1041,2,3,0,0,0,0
1042,0,0,0,0,0,13
1043,0,2,2,3,3,3
1044,1,2,0,0,0,0
1045,0,2,2,3,3,2
1046,0,0,0,0,0,0
1047,1,1,2,1,1,2
1048,1,1,0,1,0,1
1049,2,0,1,1,0,5
1050,0,0,0,0,0,0
1051,0,5,5,27,27,19
1052,3,4,0,6,0,0
1053,0,0,5,0,24,30
1054,1,4,0,7,0,6
1055,1,3,0,9,0,17
1056,0,1,1,2,2,2
1057,3,3,0,1,0,0
1058,0,0,7,0,21,5
1059,2,6,0,10,0,0
1060,1,0,0,3,1,4
1061,1,5,7,12,22,0
1062,2,3,0,42,0,23
1063,1,2,2,5,22,16
1064,2,2,3,4,4,0
1065,1,3,4,12,2,0
1066,3,2,2,9,17,0
1067,1,1,3,1,3,3
1068,1,1,2,21,28,15
1069,0,0,5,0,7,13
1070,0,0,0,0,0,0
1071,3,3,0,6,0,0
1072,0,3,3,5,5,1
1073,0,0,10,0,12,11
1074,0,1,1,3,3,0
1075,0,0,6,0,0,0
1076,2,4,0,0,0,0
1077,1,2,3,3,5,0
1078,0,0,5,0,3,6
1079,1,1,0,0,0,0
1080,1,3,7,12,2,0
1081,1,2,2,14,1,6
1082,1,1,0,2,0,4
1083,0,0,3,0,19,11
1084,1,2,2,10,2,7
1085,1,0,1,4,4,5
1086,2,0,1,6,7,17
1087,1,2,0,19,0,25
1088,0,0,4,0,22,14
1089,0,0,0,0,0,23
1090,0,0,4,0,9,2
1091,1,1,0,2,0,0
1092,1,1,3,6,12,14
1093,2,4,0,17,0,0
1094,0,0,8,0,22,13
1095,1,1,2,0,3,1
1096,2,0,0,1,0,1
1097,0,0,0,0,4,7
1098,1,4,2,7,4,7
1099,1,3,4,6,9,15
1100,2,5,0,7,0,0
1101,2,2,8,11,14,4
1102,2,1,2,2,7,27
1103,2,6,0,5,0,24
1104,0,0,0,0,2,2
1105,0,0,4,0,7,13
1106,0,0,5,0,5,0
1107,0,0,5,0,12,18
1108,0,4,4,19,9,0
1109,0,2,2,3,4,3
1110,1,0,0,3,0,3
1111,0,0,0,0,0,0
1112,0,0,2,0,6,11
1113,0,0,0,0,0,0
1114,0,2,2,1,2,1
1115,1,3,0,15,6,12
1116,0,0,3,0,13,8
1117,0,5,5,38,24,0
1118,3,0,0,20,0,20
1119,1,0,1,1,2,2
1120,0,0,4,0,17,0
1121,1,1,0,2,25,26
1122,1,5,3,4,2,3
1123,0,0,3,0,21,0
1124,0,2,2,2,1,1
1125,1,7,0,37,0,0
1126,0,0,0,0,0,6
1127,0,1,1,3,2,3
1128,0,0,0,0,0,0
1129,0,0,1,0,0,0
1130,1,4,7,19,12,7
1131,0,0,4,0,13,0
1132,1,0,2,10,7,13
1133,0,0,3,0,21,26
1134,1,5,0,27,0,23
1135,0,0,5,0,29,12
1136,0,0,0,0,0,0
1137,1,3,1,2,2,1
1138,1,0,0,5,7,10
1139,0,5,5,7,5,1
1140,2,1,1,1,1,5
1141,2,0,0,8,0,13
1142,0,0,5,0,12,0
1143,0,0,5,0,3,7
1144,1,2,1,10,4,2
1145,1,2,2,4,17,4
1146,1,1,1,3,9,25
1147,0,0,4,0,17,0
1148,2,5,0,17,0,0
1149,1,1,0,2,0,1
1150,2,0,0,9,9,21
1151,1,0,2,3,2,6
1152,1,4,0,24,0,0
1153,1,2,2,12,6,0
1154,0,5,5,9,12,7
1155,0,1,1,6,5,4
1156,0,0,10,0,4,3
1157,0,0,3,0,3,3
1158,0,0,4,0,2,9
1159,1,3,0,40,0,18
1160,2,7,0,16,0,0
1161,0,0,2,0,2,6
1162,0,0,2,0,12,1
1163,0,2,2,2,1,1
1164,0,3,3,14,10,5
1165,3,0,1,17,3,26
1166,0,0,3,0,13,19
1167,2,3,0,26,0,0
1168,1,1,1,0,2,1
1169,1,1,2,1,4,6
1170,1,2,1,1,8,14
1171,0,2,2,24,20,12
1172,0,1,1,2,3,2
1173,1,1,1,4,10,15
1174,1,0,0,1,2,2
1175,3,3,0,4,0,8
1176,0,0,0,0,0,3
1177,1,3,4,14,13,29
1178,1,1,1,5,11,0
1179,0,0,2,0,0,0
1180,0,0,2,0,0,0
1181,1,1,1,0,0,0
1182,1,1,1,5,2,7
1183,0,0,0,0,0,19
1184,2,0,3,19,3,19
1185,1,2,2,21,17,0
1186,0,1,1,3,3,4
1187,0,0,6,0,8,3
1188,1,4,3,14,9,0
1189,2,3,2,22,10,0
1190,2,5,8,1,10,2
1191,2,0,0,1,0,7
1192,0,1,1,17,12,20
1193,0,0,0,0,0,5
1194,1,2,1,6,31,0
1195,0,0,6,0,15,0
1196,1,5,2,5,3,4
1197,1,0,0,3,1,4
1198,1,3,2,12,10,0
1199,2,0,0,9,0,9
1200,0,0,3,0,13,0
1201,3,2,5,11,5,0
1202,1,0,0,3,7,8
1203,0,3,3,7,7,4
1204,0,3,3,18,12,11
1205,1,3,3,8,11,11
1206,3,0,0,26,0,26
1207,0,3,3,1,2,0
1208,2,4,0,10,0,18
1209,0,3,3,13,22,6
1210,0,0,0,0,0,0
1211,0,0,4,0,13,17
1212,0,0,0,0,0,0
1213,0,8,8,34,24,18
1214,0,1,1,3,3,0
1215,0,3,3,1,1,0
1216,0,1,1,2,2,0
1217,2,3,0,9,0,12
1218,1,0,0,21,28,35
1219,3,5,0,1,0,0
1220,0,1,1,2,3,3
1221,0,1,1,3,4,4
1222,0,0,7,0,15,0
1223,0,3,3,2,2,0
1224,0,0,0,3,3,3
1225,0,3,3,2,3,0
1226,0,4,4,11,5,5
1227,0,1,1,1,1,0
1228,1,1,3,8,5,0
1229,1,1,1,0,0,0
1230,0,1,1,3,10,9
1231,0,0,0,0,0,0
1232,2,0,1,15,5,21
1233,0,2,2,1,1,0
1234,0,0,3,0,6,15
1235,0,0,0,0,0,41
1236,1,3,0,2,0,6
1237,1,1,4,12,9,6
1238,0,0,1,0,4,4
1239,0,5,5,26,16,0
1240,0,1,1,19,23,7
1241,2,1,0,8,0,3
1242,1,1,5,0,2,1
1243,1,0,0,1,2,3
1244,1,0,0,6,9,13
1245,0,5,5,22,22,0
1246,1,1,6,0,0,0
1247,1,0,1,6,17,30
1248,1,1,0,0,2,2
1249,2,1,1,2,12,36
1250,2,2,3,2,4,7
1251,1,3,3,18,14,10
1252,1,2,3,19,5,12
1253,0,0,6,0,18,0
1254,0,0,0,0,0,12
1255,1,1,1,1,1,1
1256,2,4,3,4,5,3
1257,0,3,3,11,7,4
1258,0,0,2,0,5,12
1259,0,0,2,0,11,0
1260,2,1,4,15,11,57
1261,1,0,0,12,10,19
1262,1,7,0,21,0,0
1263,0,6,6,7,7,0
1264,2,1,0,21,0,6
1265,1,0,0,3,0,3
1266,0,2,2,7,3,3
1267,1,2,0,15,0,30
1268,1,4,0,4,0,0
1269,0,0,0,0,0,3
1270,1,0,0,3,0,3
1271,0,0,2,0,36,38
1272,0,0,6,0,34,8
1273,0,0,1,0,1,1
1274,1,3,4,5,20,0
1275,1,3,0,21,0,16
1276,2,1,0,0,0,0
1277,0,0,1,0,9,11
1278,1,5,2,6,8,3
1279,1,1,1,6,15,10
1280,2,4,0,5,0,0
1281,0,0,0,0,0,3
1282,2,1,0,0,0,0
1283,0,0,1,0,12,11
1284,2,1,0,4,0,23
1285,1,1,1,0,7,9
1286,0,3,3,39,34,43
1287,0,0,1,0,5,3
1288,1,1,1,5,2,2
1289,0,0,3,0,6,0
1290,0,0,2,0,1,7
1291,1,2,0,11,0,0
1292,0,0,0,0,0,20
1293,1,4,0,30,0,0
1294,0,0,0,0,0,13
1295,0,0,2,0,2,10
1296,0,0,0,0,18,18
1297,1,4,3,27,5,7
1298,1,6,4,18,3,0
1299,0,2,2,1,1,0
1300,0,6,6,11,11,3
1301,3,4,0,4,0,5
1302,2,1,1,0,0,0
1303,0,0,0,0,0,6
1304,1,2,0,6,0,0
1305,2,1,1,9,5,28
1306,0,0,0,0,2,2
1307,0,0,0,0,11,22
1308,0,0,3,0,19,11
1309,0,1,1,35,36,31
1310,0,0,2,0,5,11
1311,1,2,4,4,17,10
1312,1,0,0,2,1,3
1313,0,0,0,0,0,0
1314,0,0,2,0,8,0
1315,1,1,1,0,4,1
1316,0,0,2,0,9,0
1317,1,1,4,1,8,9
1318,0,0,0,12,12,12
1319,1,1,0,4,0,5
1320,0,0,5,0,27,0
1321,0,2,2,4,3,2
1322,0,0,1,0,4,3
1323,0,0,1,0,6,31
1324,0,0,3,0,18,5
1325,0,2,2,1,1,0
1326,1,4,0,0,0,0
1327,1,2,1,8,6,9
1328,0,0,0,0,4,4
1329,1,1,3,7,12,0
1330,2,1,1,1,2,11
1331,1,2,0,7,0,3
1332,2,1,5,9,5,6
1333,0,2,2,14,7,5
1334,0,0,0,0,0,12
1335,0,0,4,0,40,0
1336,0,0,5,0,26,0
1337,0,1,1,5,3,3
1338,1,3,0,19,0,1
1339,0,0,0,0,0,0
1340,0,0,0,0,0,12
1341,0,0,2,0,6,5
1342,1,6,4,4,11,6
1343,0,0,5,0,2,2
1344,0,0,12,0,17,0
1345,1,0,0,10,0,10
1346,0,0,9,0,20,0
1347,0,0,0,0,0,0
1348,1,0,0,3,2,4
1349,0,0,2,0,13,13
1350,1,3,4,10,12,2
1351,3,1,0,2,0,9
1352,1,2,1,1,2,10
1353,0,0,3,0,15,0
1354,0,0,3,0,5,0
1355,2,2,1,15,11,13
1356,0,0,2,0,3,2
1357,0,0,1,0,2,1
1358,1,1,3,1,3,9
1359,1,2,3,0,2,4
1360,0,0,1,0,16,18
1361,0,1,1,3,1,3
1362,0,0,1,0,1,1
1363,1,3,1,7,10,6
1364,0,2,2,1,2,1
1365,2,1,0,2,0,5
1366,0,8,8,1,1,0
1367,1,1,1,3,1,12
1368,0,0,0,0,13,20
1369,1,2,2,8,2,2
1370,1,1,2,3,2,4
1371,0,0,1,0,1,4
1372,0,0,3,0,0,0
1373,2,1,4,14,11,10
1374,1,1,1,5,11,48
1375,0,0,5,0,8,9
1376,1,2,1,0,0,0
1377,0,0,0,0,0,18
1378,1,4,4,30,22,6
1379,0,2,2,18,22,0
1380,0,0,1,0,1,1
1381,1,1,0,0,0,0
1382,0,0,0,0,0,2
1383,0,0,3,0,3,1
1384,1,2,0,18,9,26
1385,0,0,0,0,0,0
1386,0,2,2,1,1,0
1387,0,1,1,1,3,3
1388,1,4,6,1,3,0
1389,1,2,6,2,5,6
1390,0,0,4,0,4,14
1391,0,1,1,4,2,2
1392,1,1,1,12,3,5
1393,0,0,3,0,0,4
1394,0,0,5,0,17,0
1395,0,0,2,0,7,1
1396,0,0,1,0,0,0
1397,0,0,0,0,0,0
1398,0,3,3,5,10,0
1399,1,2,0,0,1,2
1400,0,0,2,0,3,3
1401,3,3,0,6,0,11
1402,1,0,2,23,10,23
1403,1,0,4,0,0,0
1404,0,0,0,3,3,3
1405,4,3,0,9,0,0
1406,0,0,1,0,5,6
1407,0,0,0,0,0,0
1408,0,3,3,1,1,0
1409,0,0,0,0,10,10
1410,0,2,2,2,1,1
1411,1,0,1,1,0,1
1412,1,1,1,6,4,4
1413,0,0,8,0,18,0
1414,0,0,4,0,0,0
1415,0,3,3,16,13,17
1416,0,0,0,0,0,10
1417,0,2,2,4,3,2
1418,0,0,1,0,16,13
1419,0,0,4,0,18,7
1420,0,2,2,1,1,0
1421,0,4,4,6,5,1
1422,0,0,2,0,16,30
1423,1,2,0,3,0,7
1424,1,1,0,12,11,18
1425,0,0,0,0,0,0
1426,0,0,0,0,0,0
1427,0,1,1,2,3,1
1428,1,2,1,10,3,11
1429,1,0,5,18,17,18
1430,0,0,3,0,2,8
1431,0,1,1,11,11,11
1432,2,1,0,0,1,2
1433,1,3,1,5,15,17
1434,1,2,4,8,5,5
1435,0,0,0,0,0,0
1436,0,0,2,0,2,17
1437,2,0,1,22,11,48
1438,1,6,4,8,2,0
1439,0,2,2,1,1,0
1440,1,3,0,25,0,0
1441,1,6,3,2,3,1
1442,1,1,5,0,0,0
1443,0,0,8,0,8,0
1444,1,3,0,1,0,0
1445,1,4,0,9,0,6
1446,0,5,5,6,13,6
1447,0,0,0,0,0,0
1448,1,2,1,9,3,21
1449,1,6,1,0,0,0
1450,1,3,0,6,0,5
1451,1,3,1,16,1,3
1452,1,2,0,28,21,35
1453,1,6,0,44,0,0
1454,1,3,3,3,5,0
1455,0,0,0,0,0,0
1456,1,4,4,20,9,22
1457,1,4,0,23,0,0
1458,0,0,3,0,27,25
1459,0,2,2,4,8,0
1460,0,2,2,12,9,7
1461,1,0,3,8,5,8
1462,0,5,5,10,8,3
1463,1,1,1,0,0,0
1464,0,6,6,6,6,0
1465,0,3,3,1,4,1
1466,0,0,3,0,0,0
1467,1,1,2,1,4,3
1468,2,2,1,3,4,21
1469,1,2,0,15,0,30
1470,0,0,0,0,0,11
1471,1,0,0,1,0,1
1472,2,0,0,4,0,14
1473,2,1,1,0,0,0
1474,0,1,1,4,5,2
1475,0,0,0,0,18,19
1476,2,1,1,1,1,13
1477,0,0,2,0,0,0
1478,1,2,1,17,3,15
1479,1,1,3,0,0,0
1480,0,8,8,1,1,0
1481,0,0,2,0,37,17
1482,0,2,2,8,22,18
1483,1,2,0,5,0,5
1484,1,1,3,0,23,66
1485,0,4,4,9,7,0
1486,1,3,7,8,23,0
1487,2,0,0,8,0,19
1488,2,3,0,8,0,0
1489,0,0,7,0,7,28
1490,0,0,1,0,14,10
1491,1,4,0,9,16,28
1492,2,1,0,4,0,3
1493,1,4,2,24,15,18
1494,2,2,0,0,0,0
1495,1,2,3,9,11,9
1496,0,3,3,19,14,0
1497,0,0,0,0,0,0
1498,0,4,4,5,19,1
1499,0,5,5,8,6,5
1500,0,0,0,0,0,0
1501,0,0,0,0,0,39
1502,2,1,0,0,0,0
1503,0,0,0,0,1,2
1504,0,0,0,0,0,0
1505,2,3,3,0,0,0
1506,2,2,0,2,0,0
1507,0,2,2,1,1,0
1508,1,4,3,25,5,6
1509,1,1,0,0,0,0
1510,1,1,0,33,0,0
1511,2,1,2,0,0,0
1512,2,2,0,5,0,11
1513,1,1,3,2,0,2
1514,1,3,2,6,1,2
1515,1,1,1,0,0,0
1516,0,0,2,0,15,0
1517,0,0,0,0,0,0
1518,0,0,3,0,5,0
1519,2,4,0,0,22,22
1520,3,0,0,1,0,1
1521,3,2,3,11,11,9
1522,1,1,1,2,3,8
1523,2,4,0,2,0,0
1524,0,1,1,3,5,3
1525,3,1,0,0,0,0
1526,1,7,4,17,16,0
1527,0,0,3,0,6,7
1528,0,0,4,0,4,0
1529,0,0,0,0,2,2
1530,0,0,4,0,0,0
1531,0,0,0,0,0,0
1532,0,0,1,0,0,0
1533,0,2,2,19,13,10
1534,1,1,5,4,4,3
1535,1,1,4,3,1,0
1536,0,0,0,0,3,4
1537,0,0,0,0,0,0
1538,0,0,6,0,4,0
1539,1,1,1,3,13,13
1540,0,1,1,1,1,0
1541,0,1,1,1,3,2
1542,1,1,1,2,0,2
1543,1,2,1,3,3,0
1544,0,0,2,0,10,16
1545,0,0,4,0,4,0
1546,0,0,0,0,0,6
1547,0,0,6,0,5,3
1548,0,0,0,0,0,0
1549,0,4,4,6,8,2
1550,1,4,2,3,3,10
1551,1,0,0,2,1,3
1552,0,0,1,0,10,0
1553,1,4,6,2,7,4
1554,0,3,3,13,11,2
1555,0,0,0,0,0,0
1556,0,0,3,0,1,5
1557,2,1,0,12,0,0
1558,3,5,0,4,0,0
1559,3,2,0,16,0,0
1560,1,2,0,0,0,0
1561,1,3,2,12,1,0
1562,0,1,1,2,3,1
1563,2,3,0,6,0,20
1564,0,4,4,4,4,1
1565,0,0,0,0,0,9
1566,0,0,0,0,0,3
1567,2,0,0,5,0,17
1568,0,0,2,0,8,0
1569,1,1,0,46,0,49
1570,0,0,0,0,0,9
1571,0,4,4,8,17,0
1572,1,1,2,7,16,12
1573,0,3,3,13,31,9
1574,0,0,4,0,1,0
1575,0,2,2,1,2,1
1576,2,3,2,4,4,3
1577,0,0,0,0,0,36
1578,0,0,0,0,0,6
1579,0,0,1,0,7,14
1580,1,1,2,24,12,21
1581,1,1,1,4,3,7
1582,1,1,1,13,21,25
1583,1,1,1,3,8,14
1584,0,0,3,0,0,0
1585,2,3,2,16,3,12
1586,3,2,0,6,0,7
1587,0,1,1,4,1,3
1588,1,1,2,3,4,4
1589,0,0,3,0,11,0
1590,0,0,3,0,0,0
1591,1,1,1,0,0,0
1592,0,0,3,0,7,20
1593,0,0,4,0,6,0
1594,0,2,2,6,7,0
1595,0,0,0,0,0,7
1596,1,2,1,3,8,11
1597,1,2,6,13,4,4
1598,0,0,1,0,0,0
1599,0,0,1,0,0,0
1600,1,1,0,0,0,0
1601,0,0,0,0,8,16
1602,1,5,0,16,0,0
1603,3,0,0,2,0,4
1604,0,3,3,8,5,5
1605,1,1,0,0,1,1
1606,3,3,0,6,0,0
1607,2,3,3,12,8,0
1608,0,0,2,0,4,3
1609,2,1,0,0,0,0
1610,1,3,8,28,14,0
1611,0,0,0,0,0,9
1612,0,0,0,3,3,3
1613,1,0,1,9,33,19
1614,0,0,0,0,0,18
1615,3,0,0,20,0,20
1616,0,0,0,0,0,1
1617,1,2,3,48,19,0
1618,0,0,0,0,0,2
1619,2,0,0,1,0,1
1620,0,0,5,0,1,7
1621,1,2,3,2,0,1
1622,0,2,2,2,3,2
1623,0,0,0,3,3,3
1624,0,0,0,0,0,0
1625,0,0,0,0,0,16
1626,0,0,2,0,4,24
1627,0,0,0,0,0,3
1628,2,1,0,10,0,11
1629,0,0,1,0,3,11
1630,1,3,0,13,0,0
1631,1,2,4,1,6,1
1632,0,0,0,0,0,0
1633,0,2,2,2,1,0
1634,0,0,2,0,13,12
1635,1,3,1,65,28,23
1636,0,0,7,0,18,18
1637,1,0,0,2,1,3
1638,1,0,0,5,14,17
1639,1,1,1,2,2,11
1640,0,0,5,0,3,2
1641,0,0,4,0,14,21
1642,0,0,1,0,38,23
1643,0,0,3,0,6,4
1644,1,1,1,2,10,21
1645,1,1,2,0,9,8
1646,1,1,1,14,29,0
1647,1,4,11,0,18,0
1648,0,0,0,0,0,22
1649,2,2,1,0,0,0
1650,1,0,2,9,4,13
1651,0,0,0,0,0,0
1652,1,1,0,1,1,2
1653,0,0,1,0,7,8
1654,0,0,0,0,0,21
1655,1,5,1,18,6,22
1656,0,0,0,0,0,0
1657,1,6,0,9,0,0
1658,0,0,2,0,16,21
1659,1,1,0,0,0,0
1660,2,5,0,17,0,0
1661,1,1,1,0,0,0
1662,1,0,0,3,2,4
1663,0,0,4,0,5,0
1664,0,0,7,0,4,0
1665,0,2,2,5,5,0
1666,1,5,5,8,2,4
1667,0,1,1,12,12,0
1668,0,0,0,0,0,0
1669,0,4,4,1,1,0
1670,0,0,0,0,0,5
1671,0,1,1,2,3,3
1672,0,0,6,0,21,0
1673,0,0,1,0,15,3
1674,0,0,3,0,20,0
1675,2,2,3,13,9,4
1676,0,0,0,0,12,17
1677,0,0,0,0,0,0
1678,0,0,3,0,4,19
1679,2,1,1,0,0,0
1680,0,0,10,0,6,0
1681,0,6,6,24,25,0
1682,2,0,0,0,1,1
1683,0,1,1,1,1,1
1684,1,2,3,4,14,0
1685,0,0,1,0,3,3
1686,1,2,0,1,0,1
1687,0,3,3,9,9,0
1688,0,0,0,0,0,11
1689,0,0,3,0,14,4
1690,1,2,0,12,0,7
1691,2,0,2,7,1,7
1692,0,1,1,8,9,9
1693,0,2,2,2,1,0
1694,1,0,1,16,37,16
1695,2,4,0,3,0,20
1696,1,5,0,2,0,13
1697,0,1,1,3,4,5
1698,0,4,4,13,10,0
1699,0,4,4,13,15,19
1700,0,2,2,35,15,0
1701,1,1,0,0,0,0
1702,0,0,0,0,0,48
1703,1,1,0,9,10,18
1704,0,0,9,0,10,0
1705,3,0,0,3,0,8
1706,1,2,0,10,0,9
1707,0,0,0,0,0,0
1708,0,0,4,0,4,3
1709,1,0,0,1,0,1
1710,0,3,3,32,20,5
1711,0,2,2,7,9,3
1712,1,2,1,11,45,39
1713,0,0,2,0,26,15
1714,2,4,0,5,0,0
1715,0,0,6,0,4,1
1716,0,0,0,0,0,0
1717,1,0,1,16,4,16
1718,1,2,1,5,4,15
1719,0,0,2,0,9,0
1720,1,0,0,1,0,1
1721,0,0,0,0,0,0
1722,1,4,0,10,0,11
1723,1,1,1,24,30,32
1724,2,4,4,11,26,20
1725,1,0,1,0,0,0
1726,1,1,1,0,0,0
1727,2,3,0,8,0,15
1728,0,0,0,0,0,12
1729,0,0,1,0,1,3
1730,0,0,0,0,0,20
1731,0,0,1,0,8,20
1732,0,0,0,0,0,3
1733,2,4,0,11,0,6
1734,0,0,2,0,9,20
1735,3,0,0,7,0,10
1736,2,2,0,7,0,0
1737,1,3,4,3,8,11
1738,1,2,0,2,0,1
1739,1,0,3,5,4,7
1740,0,4,4,3,3,0
1741,0,1,1,6,9,3
1742,1,0,3,4,8,9
1743,1,6,0,4,0,7
1744,1,1,1,3,3,10
1745,0,0,0,0,0,18
1746,0,3,3,18,26,0
1747,0,4,4,14,25,24
1748,2,1,0,9,0,15
1749,1,3,0,7,0,1
1750,0,0,0,0,0,0
1751,0,0,3,0,13,0
1752,0,0,0,0,0,2
1753,0,2,2,2,3,3
1754,1,8,0,8,0,0
1755,1,2,0,5,0,13
1756,0,1,1,15,5,15
1757,0,4,4,4,4,3
1758,0,0,13,0,4,2
1759,1,0,4,9,29,17
1760,0,6,6,6,6,0
1761,0,0,2,0,19,12
1762,0,0,2,0,29,20
1763,2,1,0,3,0,16
1764,1,2,5,18,15,0
1765,0,0,2,0,7,2
1766,1,2,3,2,5,1
1767,0,0,3,0,16,16
1768,0,0,4,0,6,0
1769,2,2,0,10,0,0
1770,0,0,8,0,20,22
1771,1,1,1,0,0,0
1772,2,4,2,4,3,9
1773,1,1,1,0,0,0
1774,2,3,0,5,0,0
1775,0,0,0,0,0,14
1776,2,1,0,5,0,5
1777,0,1,1,32,22,31
1778,2,1,3,13,3,4
1779,0,2,2,24,26,12
1780,0,0,1,0,1,4
1781,1,0,0,2,1,3
1782,2,0,2,7,1,10
1783,1,2,3,1,2,0
1784,0,2,2,11,16,7
1785,0,0,0,0,0,10
1786,0,1,1,0,1,1
1787,3,2,0,7,0,4
1788,0,0,0,0,0,6
1789,0,2,2,17,16,20
1790,0,0,6,0,9,0
1791,0,0,0,0,0,0
1792,0,0,0,0,0,8
1793,0,0,2,0,8,3
1794,0,0,3,0,36,14
1795,0,1,1,3,1,2
1796,1,0,1,1,1,2
1797,2,0,2,20,6,36
1798,1,1,1,13,2,7
1799,1,4,1,0,0,0
1800,0,0,0,0,14,58
1801,0,8,8,21,21,5
1802,0,0,3,0,14,14
1803,0,0,3,0,11,13
1804,2,2,0,5,0,12
1805,2,3,0,2,0,0
1806,1,2,1,14,6,6
1807,1,2,1,3,2,1
1808,1,0,0,3,1,4
1809,0,0,0,0,0,17
1810,1,1,1,0,1,1
1811,2,2,0,0,0,0
1812,0,0,3,0,5,10
1813,0,0,5,0,12,8
1814,1,0,1,1,0,1
1815,0,0,0,0,0,4
1816,0,4,4,21,21,0
1817,0,0,3,0,19,0
1818,1,1,1,0,0,0
1819,0,0,5,0,2,0
1820,1,0,0,3,1,3
1821,1,4,7,5,1,0
1822,1,2,0,6,0,0
1823,0,1,1,5,6,2
1824,0,0,1,0,0,0
1825,1,6,4,2,1,0
1826,0,0,0,0,0,32
1827,1,2,1,6,7,4
1828,0,0,2,0,8,8
1829,2,2,0,9,0,14
1830,3,2,2,7,4,0
1831,1,1,1,1,0,1
1832,0,2,2,2,2,0
1833,2,3,0,6,0,25
1834,1,2,0,17,0,8
1835,0,3,3,20,30,10
1836,1,5,1,0,0,0
1837,0,0,0,0,2,4
1838,0,0,5,0,6,11
1839,2,2,0,2,0,1
1840,1,4,3,10,5,0
1841,1,7,0,19,0,10
1842,0,0,0,0,0,18
1843,1,2,1,3,1,8
1844,1,3,3,0,0,0
1845,1,4,2,1,3,2
1846,0,0,0,0,8,8
1847,0,2,2,1,1,1
1848,2,11,0,11,0,0
1849,0,3,3,1,1,0
1850,1,0,2,1,0,1
1851,1,3,1,15,39,21
1852,3,2,0,4,0,0
1853,0,0,3,0,13,6
1854,0,1,1,2,2,1
1855,1,0,1,1,0,1
1856,1,4,2,2,3,2
1857,2,2,3,23,35,0
1858,1,1,1,0,6,4
1859,0,0,3,0,4,7
1860,2,4,0,7,0,7
1861,0,1,1,2,4,2
1862,0,0,5,0,2,2
1863,0,0,0,0,0,0
1864,0,2,2,4,7,0
1865,0,0,3,0,15,17
1866,1,1,3,1,6,7
1867,0,0,2,0,10,3
1868,1,4,2,23,11,0
1869,1,3,0,0,0,0
1870,0,0,3,0,19,8
1871,0,0,2,0,21,6
1872,1,0,0,1,1,2
1873,0,3,3,1,1,0
1874,1,0,0,17,8,23
1875,0,0,2,0,11,0
1876,0,3,3,20,20,0
1877,2,3,2,9,13,0
1878,0,0,0,0,4,4
1879,1,1,1,1,0,1
1880,1,2,6,0,0,0
1881,1,1,1,0,0,0
1882,3,2,0,26,0,0
1883,0,0,2,0,2,1
1884,0,2,2,5,5,9
1885,0,3,3,0,0,0
1886,0,3,3,7,5,0
1887,0,8,8,21,21,0
1888,1,2,2,18,21,0
1889,3,1,2,5,24,41
1890,2,1,0,0,0,0
1891,0,1,1,2,2,1
1892,3,3,0,10,0,0
1893,1,2,0,6,0,5
1894,0,0,1,0,1,4
1895,2,2,0,1,0,10
1896,1,2,0,32,0,22
1897,1,1,1,0,0,0
1898,3,0,4,29,3,45
1899,2,1,0,2,0,17
1900,1,5,5,2,4,0
1901,0,0,3,0,11,7
1902,3,1,0,4,0,5
1903,0,0,7,0,3,0
1904,1,6,7,6,3,0
1905,0,1,1,1,3,3
1906,2,1,0,10,0,8
1907,0,0,0,0,0,13
1908,1,7,5,3,1,0
1909,1,5,3,14,16,27
1910,0,0,1,0,7,11
1911,3,3,0,13,0,28
