,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]"
1912,0,0,5,0,22,0
1913,0,0,1,0,9,18
1914,3,3,0,4,0,0
1915,0,0,0,0,35,70
1916,0,3,3,4,4,4
1917,0,0,0,0,0,8
1918,1,0,0,4,0,4
1919,1,1,7,1,3,2
1920,2,3,5,5,5,0
1921,1,1,2,1,2,7
1922,1,1,2,9,1,8
1923,1,1,2,13,20,11
1924,2,0,1,6,2,9
1925,0,1,1,14,4,13
1926,2,0,1,5,3,8
1927,0,0,2,0,9,0
1928,0,0,3,0,10,11
1929,0,0,0,0,0,0
1930,0,0,0,0,0,0
1931,0,0,2,0,0,0
1932,0,3,3,12,15,11
1933,2,1,1,0,0,0
1934,0,0,4,0,12,12
1935,0,0,2,0,11,11
1936,2,3,0,9,0,0
1937,2,2,0,12,0,26
1938,0,0,1,0,0,0
1939,1,3,0,38,0,19
1940,0,2,2,26,26,10
1941,1,2,2,1,3,9
1942,0,3,3,5,9,0
1943,1,1,0,0,0,0
1944,0,2,2,4,3,2
1945,1,1,1,2,8,4
1946,0,4,4,6,9,13
1947,1,1,5,2,5,0
1948,0,0,1,0,0,4
1949,0,0,4,0,5,0
1950,2,3,4,11,10,12
1951,1,0,2,15,4,15
1952,0,1,1,1,1,0
1953,0,0,3,0,5,5
1954,0,0,3,0,5,0
1955,0,0,5,0,20,16
1956,0,0,3,0,4,0
1957,0,0,2,0,6,12
1958,0,2,2,30,17,16
1959,1,1,0,1,1,3
1960,2,0,0,1,0,2
1961,0,0,5,0,19,17
1962,2,2,1,3,26,30
1963,1,2,0,5,0,0
1964,0,0,3,0,40,0
1965,3,4,0,4,0,0
1966,1,0,1,4,6,11
1967,2,1,0,2,0,6
1968,1,1,1,1,1,6
1969,1,1,0,1,0,2
1970,2,4,0,21,0,0
1971,0,1,1,5,1,5
1972,0,0,2,0,2,0
1973,0,4,4,14,14,0
1974,0,0,6,0,11,6
1975,0,0,1,0,18,22
1976,0,0,4,0,14,0
1977,3,3,0,5,0,6
1978,0,0,4,0,7,0
1979,0,1,1,1,2,2
1980,0,4,4,5,1,3
1981,1,1,1,0,0,0
1982,0,0,0,0,0,55
1983,0,1,1,1,1,1
1984,0,0,0,0,0,0
1985,0,2,2,18,14,0
1986,0,2,2,1,1,0
1987,1,3,5,2,11,3
1988,0,10,10,3,3,0
1989,1,1,1,3,2,1
1990,2,2,0,10,0,0
1991,2,2,0,7,0,10
1992,0,0,4,0,12,0
1993,2,3,0,9,0,8
1994,0,3,3,1,1,0
1995,2,3,0,5,0,0
1996,1,4,1,13,5,43
1997,1,0,0,1,1,2
1998,0,0,0,0,0,0
1999,0,3,3,14,16,0
2000,1,1,2,0,0,0
2001,0,0,1,0,5,12
2002,0,0,0,0,0,0
2003,1,3,2,15,15,17
2004,1,1,1,1,0,3
2005,0,4,4,11,8,10
2006,0,0,0,0,0,7
2007,2,2,1,1,2,7
2008,0,1,1,3,3,0
2009,1,1,0,0,1,1
2010,0,0,1,0,3,2
2011,0,0,3,0,5,11
2012,1,5,4,11,7,0
2013,1,2,4,7,2,3
2014,1,5,2,10,5,0
2015,0,0,1,0,3,16
2016,3,2,0,3,0,3
2017,1,1,4,0,0,0
2018,2,1,10,5,28,26
2019,0,0,0,0,0,3
2020,2,5,12,1,4,0
2021,1,11,0,23,0,13
2022,1,5,2,1,0,3
2023,1,3,3,4,46,0
2024,1,4,2,4,0,1
2025,0,0,2,0,0,0
2026,0,0,1,0,0,0
2027,1,0,2,1,0,1
2028,2,4,0,13,0,0
2029,0,2,2,1,3,0
2030,0,2,2,2,2,0
2031,0,3,3,9,10,6
2032,1,1,0,0,1,1
2033,1,3,7,1,2,0
2034,0,0,2,0,13,21
2035,1,3,5,0,8,0
2036,2,1,0,5,0,0
2037,0,0,2,0,13,0
2038,0,0,4,0,9,4
2039,1,1,3,6,7,11
2040,1,2,4,11,8,0
2041,0,0,2,0,5,7
2042,1,1,3,0,0,0
2043,1,1,0,2,0,13
2044,1,1,3,1,5,8
2045,0,2,2,1,2,0
2046,2,7,3,3,0,0
2047,0,5,5,5,14,7
2048,0,3,3,4,4,0
2049,2,4,0,16,0,0
2050,1,2,3,3,3,0
2051,0,0,1,0,5,1
2052,0,0,8,0,4,0
2053,1,2,0,0,0,0
2054,0,0,0,0,0,11
2055,1,8,2,18,10,10
2056,0,0,0,6,6,6
2057,1,1,0,0,0,0
2058,0,0,2,0,18,18
2059,1,3,8,0,2,4
2060,1,1,1,0,0,0
2061,1,0,0,1,3,3
2062,0,0,5,0,0,0
2063,0,0,1,0,0,0
2064,0,0,1,0,0,0
2065,1,2,1,33,40,26
2066,1,4,3,3,2,1
2067,2,4,0,13,0,0
2068,2,8,0,47,0,28
2069,1,0,2,8,24,26
2070,2,0,0,10,0,26
2071,0,0,0,0,0,0
2072,1,1,3,6,0,4
2073,0,0,0,0,0,0
2074,0,0,0,0,20,26
2075,0,0,1,0,3,8
2076,2,1,2,5,4,0
2077,0,4,4,42,24,43
2078,0,2,2,11,11,0
2079,1,5,1,2,0,2
2080,1,8,0,19,0,0
2081,0,0,0,0,0,0
2082,1,1,2,14,44,35
2083,1,4,6,3,5,0
2084,2,0,1,12,4,32
2085,1,1,2,0,0,0
2086,2,1,0,54,0,70
2087,1,0,0,10,6,14
2088,1,1,2,0,0,0
2089,1,0,0,3,0,3
2090,1,3,3,7,0,1
2091,1,0,0,1,1,1
2092,2,1,0,1,0,6
2093,1,5,0,10,0,9
2094,2,1,0,0,0,0
2095,0,0,2,0,0,0
2096,1,0,2,7,3,11
2097,0,0,4,0,4,0
2098,1,9,0,29,0,0
2099,0,3,3,1,1,0
2100,1,1,1,1,7,11
2101,0,0,0,0,31,31
2102,0,0,1,0,0,0
2103,1,2,1,5,2,11
2104,0,0,0,3,3,3
2105,1,1,0,1,0,1
2106,2,1,4,7,27,9
2107,0,0,3,0,0,3
2108,1,4,0,0,0,0
2109,1,4,6,51,43,14
2110,2,3,1,0,0,0
2111,1,2,0,3,0,3
2112,1,1,0,6,0,9
2113,1,1,1,6,36,24
2114,2,2,0,20,0,7
2115,0,6,6,11,11,2
2116,0,1,1,2,1,1
2117,1,1,1,0,2,1
2118,0,3,3,13,19,0
2119,0,0,0,0,0,0
2120,0,0,2,0,0,0
2121,0,0,0,0,0,24
2122,2,3,0,38,0,23
2123,0,0,0,0,1,1
2124,2,0,0,53,0,53
2125,1,1,0,0,0,0
2126,0,0,3,0,6,0
2127,1,2,4,13,16,0
2128,0,2,2,35,22,35
2129,1,1,1,1,0,1
2130,0,2,2,5,4,1
2131,1,3,0,28,0,13
2132,2,2,0,3,0,0
2133,0,0,0,0,0,7
2134,0,1,1,12,13,6
2135,1,1,1,2,1,8
2136,3,0,0,10,0,30
2137,0,0,6,0,7,0
2138,0,0,6,0,14,0
2139,2,3,0,2,0,9
2140,0,0,3,0,14,0
2141,0,0,0,0,0,34
2142,0,0,2,0,8,19
2143,0,0,0,3,3,3
2144,1,1,3,3,2,11
2145,2,3,4,4,3,0
2146,1,1,0,34,23,42
2147,0,3,3,6,3,12
2148,1,3,1,0,2,1
2149,0,0,2,0,20,0
2150,0,0,0,0,0,0
2151,0,0,0,0,0,12
2152,0,0,0,0,9,14
2153,0,0,1,0,0,0
2154,3,4,0,9,0,11
2155,0,2,2,6,1,10
2156,1,1,0,1,0,1
2157,2,2,0,10,0,31
2158,0,0,0,0,0,0
2159,4,1,0,2,0,9
2160,1,1,1,0,0,0
2161,1,5,5,14,1,9
2162,3,0,0,4,1,7
2163,1,1,2,9,15,0
2164,1,3,0,16,0,27
2165,2,5,0,22,0,0
2166,2,4,0,19,0,0
2167,0,0,0,0,2,3
2168,0,0,0,0,0,0
2169,1,1,2,5,4,6
2170,1,3,1,23,22,15
2171,0,1,1,1,5,4
2172,0,0,0,0,0,0
2173,0,0,8,0,13,0
2174,2,5,0,8,0,0
2175,2,0,0,2,4,7
2176,0,0,6,0,16,16
2177,0,0,6,0,11,0
2178,2,8,0,22,0,0
2179,0,0,0,0,0,0
2180,2,4,0,10,0,0
2181,2,3,0,28,0,16
2182,1,3,0,27,0,10
2183,2,1,3,10,4,5
2184,1,4,3,17,20,0
2185,0,0,0,0,0,8
2186,1,4,3,16,16,0
2187,1,5,2,11,7,0
2188,3,4,0,6,0,0
2189,0,1,1,9,9,10
2190,1,2,0,4,0,5
2191,1,2,4,4,13,3
2192,2,1,1,0,0,0
2193,1,1,2,22,8,19
2194,1,3,0,15,0,14
2195,1,2,0,13,31,31
2196,0,2,2,17,24,11
2197,0,0,5,0,36,0
2198,0,0,0,0,0,13
2199,0,2,2,17,26,33
2200,1,1,5,0,0,0
2201,0,2,2,1,1,0
2202,1,2,0,0,0,0
2203,0,1,1,2,1,1
2204,0,0,0,0,0,0
2205,0,0,4,0,20,11
2206,0,0,2,0,9,18
2207,3,4,0,3,0,0
2208,1,2,2,7,8,6
2209,1,2,5,3,8,0
2210,0,3,3,5,4,5
2211,1,1,2,4,3,3
2212,2,7,0,9,0,0
2213,2,2,0,11,0,0
2214,0,2,2,3,4,1
2215,0,0,1,0,3,6
2216,1,1,1,15,11,17
2217,0,2,2,6,4,2
2218,2,1,0,1,0,8
2219,0,0,4,0,5,0
2220,0,0,2,0,6,15
2221,0,0,2,0,1,5
2222,0,0,0,0,0,25
2223,0,3,3,28,9,0
2224,1,1,1,5,13,12
2225,0,0,0,0,0,0
2226,1,2,1,0,0,0
2227,1,6,4,22,17,0
2228,2,3,0,11,0,18
2229,1,1,0,1,0,1
2230,2,2,0,8,0,16
2231,1,0,0,5,0,5
2232,0,0,2,0,3,8
2233,0,0,0,0,0,3
2234,2,2,0,4,0,27
2235,0,0,2,0,2,29
2236,0,0,0,0,0,3
2237,0,0,2,0,2,2
2238,1,4,6,6,10,8
2239,0,0,0,0,0,4
2240,1,5,3,32,9,7
2241,0,3,3,18,11,15
2242,0,0,1,0,4,3
2243,1,1,5,0,1,2
2244,0,0,0,0,0,15
2245,0,0,0,0,0,13
2246,0,0,0,2,2,2
2247,2,2,0,1,0,0
2248,1,2,0,1,0,3
2249,0,0,0,0,0,20
2250,1,1,0,1,1,2
2251,2,1,1,4,1,4
2252,0,0,0,0,0,10
2253,1,2,0,8,0,6
2254,1,1,2,0,0,0
2255,0,0,1,0,0,0
2256,0,0,0,0,0,28
2257,0,0,1,0,6,34
2258,0,0,2,0,9,3
2259,0,0,3,0,15,11
2260,2,1,0,1,0,1
2261,2,2,0,1,0,9
2262,3,3,0,1,0,2
2263,1,1,2,4,16,13
2264,2,5,0,11,0,0
2265,1,1,2,1,9,8
2266,0,0,0,0,0,16
2267,3,0,0,8,0,10
2268,2,1,1,12,2,9
2269,0,0,1,0,1,1
2270,0,0,0,0,0,0
2271,0,0,1,0,6,14
2272,0,0,3,0,4,0
2273,2,2,0,2,0,2
2274,0,0,0,0,0,4
2275,0,0,0,0,0,0
2276,0,0,0,0,0,11
2277,0,6,6,15,22,6
2278,0,0,0,0,0,7
2279,0,0,4,0,5,15
2280,2,2,2,7,19,10
2281,0,0,5,0,14,5
2282,1,2,0,31,27,27
2283,3,1,0,0,0,0
2284,0,0,7,0,12,11
2285,1,3,2,7,8,0
2286,0,0,8,0,24,0
2287,0,0,0,0,1,2
2288,0,0,3,0,2,4
2289,1,2,3,13,11,19
2290,0,0,4,0,13,0
2291,1,0,2,1,5,2
2292,0,0,0,0,0,3
2293,0,0,0,0,10,25
2294,1,1,2,7,29,11
2295,2,6,0,6,0,0
2296,0,0,6,0,14,0
2297,0,0,2,0,17,21
2298,0,0,0,0,0,5
2299,0,0,5,0,17,0
2300,1,2,2,11,7,7
2301,2,4,0,20,0,17
2302,0,0,0,0,0,0
2303,1,0,1,20,16,27
2304,2,6,0,20,0,15
2305,1,1,1,33,1,34
2306,2,0,0,10,0,12
2307,0,0,1,0,0,0
2308,1,0,1,14,17,14
2309,0,0,0,0,0,1
2310,1,1,0,0,0,0
2311,1,3,3,4,20,0
2312,0,7,7,31,34,0
2313,0,0,0,0,0,0
2314,0,0,0,0,0,10
2315,1,0,2,8,3,17
2316,2,2,0,2,0,2
2317,0,0,0,0,0,13
2318,0,0,0,0,0,0
2319,1,1,0,0,1,1
2320,1,3,2,27,18,32
2321,0,1,1,1,5,4
2322,0,1,1,2,3,3
2323,1,2,0,0,0,0
2324,2,3,0,9,0,19
2325,0,0,0,0,14,14
2326,1,8,0,14,0,0
2327,3,1,4,3,3,9
2328,0,0,0,0,0,24
2329,2,2,0,5,0,12
2330,1,9,5,1,1,0
2331,1,4,3,18,17,32
2332,1,1,0,15,0,11
2333,0,0,4,0,4,0
2334,0,0,5,0,0,9
2335,2,2,0,9,0,10
2336,0,0,5,0,12,7
2337,2,2,0,2,0,17
2338,3,2,0,3,0,0
2339,0,0,2,0,10,13
2340,2,2,0,4,18,18
2341,1,2,2,1,3,6
2342,2,2,1,0,0,0
2343,1,5,3,32,25,0
2344,0,3,3,7,7,5
2345,0,3,3,3,6,2
2346,0,0,1,0,0,0
2347,1,3,1,0,0,0
2348,0,2,2,54,21,0
2349,3,2,1,10,10,8
2350,1,2,2,11,8,5
2351,1,2,2,0,0,0
2352,0,4,4,13,13,5
2353,0,6,6,8,4,4
2354,0,0,3,0,2,11
2355,0,3,3,1,1,0
2356,0,4,4,12,12,16
2357,0,1,1,11,7,11
2358,0,4,4,5,6,2
2359,0,0,1,0,5,2
2360,1,1,4,16,16,20
2361,0,0,0,0,0,11
2362,1,0,0,2,2,2
2363,0,5,5,9,9,0
2364,0,4,4,23,21,5
2365,1,1,1,0,0,0
2366,2,0,2,10,3,10
2367,0,0,8,0,5,4
2368,3,1,0,4,0,25
2369,0,0,1,0,0,0
2370,0,0,0,0,0,22
2371,0,0,0,0,0,22
2372,0,0,2,0,52,3
2373,2,7,0,2,0,0
2374,0,0,3,0,34,25
2375,1,1,0,13,0,9
2376,1,4,0,21,0,10
2377,1,2,1,4,10,6
2378,0,2,2,2,2,3
2379,0,0,5,0,9,6
2380,0,0,0,0,0,5
2381,0,3,3,0,0,0
2382,0,0,5,0,2,0
2383,1,2,0,4,0,3
2384,0,5,5,10,8,1
2385,0,0,9,0,2,0
2386,1,1,1,0,2,3
2387,0,0,0,0,15,15
2388,0,0,0,0,6,7
2389,3,2,0,9,0,6
2390,1,5,4,0,0,0
2391,2,2,0,7,0,21
2392,0,0,0,0,0,0
2393,0,0,0,0,0,24
2394,0,3,3,6,8,1
2395,1,0,0,3,2,5
2396,1,2,6,3,5,0
2397,1,0,0,7,10,14
2398,0,0,0,0,0,15
2399,0,0,0,0,0,0
2400,0,0,0,0,0,0
2401,1,2,1,10,8,9
2402,1,3,1,8,5,7
2403,0,1,1,0,2,2
2404,0,0,0,0,0,18
2405,0,0,0,0,0,10
2406,0,0,7,0,15,8
2407,0,0,4,0,0,0
2408,1,0,0,1,2,2
2409,0,2,2,5,4,3
2410,0,0,2,0,0,0
2411,1,1,1,15,1,16
2412,0,2,2,7,14,5
2413,0,0,3,0,11,0
2414,0,0,2,0,10,0
2415,0,1,1,1,4,4
2416,0,0,8,0,7,3
2417,0,0,3,0,8,4
2418,1,2,1,0,0,0
2419,0,3,3,10,14,0
2420,0,0,3,0,2,1
2421,0,0,1,0,3,16
2422,1,3,2,5,3,1
2423,0,0,0,0,0,0
2424,1,3,2,6,1,7
2425,0,0,0,0,0,9
2426,0,0,4,0,2,2
2427,2,2,0,18,0,8
2428,0,0,0,0,0,14
2429,0,0,0,0,0,12
2430,0,0,3,0,5,10
2431,0,0,2,0,19,13
2432,1,1,1,0,0,0
2433,0,0,2,0,34,0
2434,0,0,2,0,15,15
2435,0,0,1,0,6,0
2436,1,3,5,6,14,0
2437,2,1,0,7,18,27
2438,1,0,0,8,8,12
2439,0,0,2,0,0,0
2440,1,4,5,3,6,6
2441,0,0,9,0,13,0
2442,1,6,2,0,0,1
2443,2,1,0,0,0,0
2444,1,1,1,2,3,4
2445,1,1,2,0,1,4
2446,0,0,1,0,5,15
2447,1,0,0,2,3,3
2448,0,0,4,0,8,0
2449,1,2,0,16,0,6
2450,3,1,0,3,0,12
2451,0,0,4,0,10,13
2452,2,3,1,6,9,6
2453,0,0,1,0,0,0
2454,2,4,3,6,7,0
2455,1,2,2,2,2,0
2456,1,4,3,22,3,0
2457,0,0,0,0,2,2
2458,1,1,1,0,0,0
2459,0,0,7,0,10,25
2460,0,0,0,0,1,2
2461,1,5,2,1,2,3
2462,0,2,2,13,22,16
2463,1,2,4,9,14,0
2464,0,0,0,0,0,0
2465,2,4,0,5,0,4
2466,1,2,0,0,3,3
2467,0,0,0,0,0,15
2468,3,1,0,3,0,22
2469,1,7,2,17,9,0
2470,0,1,1,1,7,7
2471,2,2,0,2,0,4
2472,3,0,0,4,0,4
2473,1,1,1,3,1,2
2474,0,0,0,0,0,0
2475,3,1,0,0,0,0
2476,0,0,0,0,0,8
2477,0,0,2,0,17,4
2478,2,1,0,0,0,0
2479,1,4,4,18,27,0
2480,0,4,4,1,1,0
2481,1,3,0,3,0,3
2482,1,1,1,3,2,3
2483,1,3,1,24,29,27
2484,0,0,1,0,2,3
2485,0,0,2,0,2,0
2486,0,1,1,1,1,0
2487,0,0,6,0,11,7
2488,0,0,4,0,16,23
2489,1,1,1,0,0,0
2490,0,0,1,0,0,0
2491,3,3,0,11,0,36
2492,0,0,2,0,0,0
2493,0,0,1,0,24,16
2494,1,4,2,0,6,0
2495,0,0,7,0,2,0
2496,0,0,0,0,0,0
2497,1,0,0,8,14,17
2498,3,3,0,4,0,0
2499,3,0,0,2,0,2
2500,0,0,2,0,0,0
2501,3,3,0,1,0,3
2502,1,0,5,5,20,5
2503,0,0,0,0,0,0
2504,0,0,0,0,0,0
2505,1,6,4,5,23,0
2506,0,0,0,0,0,14
2507,2,1,0,2,0,2
2508,0,0,4,0,10,0
2509,1,0,0,3,6,6
2510,0,0,0,0,0,0
2511,0,3,3,0,0,0
2512,0,0,2,0,5,4
2513,0,0,3,0,18,16
2514,0,0,5,0,1,0
2515,0,0,0,0,1,2
2516,0,4,4,3,1,0
2517,1,2,0,5,0,20
2518,0,0,0,0,7,7
2519,2,3,2,12,8,0
2520,1,1,0,0,1,1
2521,2,3,0,7,0,0
2522,0,2,2,1,2,1
2523,0,0,1,0,17,10
2524,0,3,3,9,8,2
2525,0,0,2,0,0,0
2526,0,0,2,0,3,1
2527,1,3,0,1,0,1
2528,2,2,3,10,5,6
2529,3,7,0,1,0,0
2530,2,1,1,18,8,45
2531,1,1,2,2,3,1
2532,1,4,0,0,0,0
2533,1,5,3,11,11,13
2534,0,1,1,1,2,2
2535,0,2,2,5,6,2
2536,0,2,2,9,4,5
2537,0,0,0,0,0,10
2538,1,1,0,1,0,10
2539,1,1,0,4,0,6
2540,0,0,3,0,3,1
2541,1,0,0,2,2,2
2542,1,0,2,1,0,3
2543,1,3,3,9,24,11
2544,0,0,6,0,17,0
2545,1,3,3,17,4,0
2546,0,0,2,0,6,11
2547,1,4,3,3,5,0
2548,1,5,0,10,0,0
2549,0,0,5,0,7,0
2550,1,2,0,11,0,26
2551,3,1,0,7,0,14
2552,2,3,8,3,4,0
2553,1,2,1,0,0,0
2554,3,3,0,0,0,8
2555,0,0,0,0,0,26
2556,1,1,1,8,2,9
2557,0,0,2,0,38,40
2558,0,0,3,0,16,14
2559,0,0,2,0,10,5
2560,1,9,0,2,0,0
2561,1,1,1,5,6,8
2562,3,0,0,1,0,3
2563,0,0,2,0,3,0
2564,0,0,0,0,0,0
2565,2,4,0,17,0,0
2566,2,7,5,4,2,0
2567,2,2,2,6,13,0
2568,0,1,1,2,1,1
2569,0,0,0,0,0,12
2570,1,2,3,13,5,7
2571,1,0,3,5,3,5
2572,1,1,1,1,2,0
2573,0,0,1,0,0,0
2574,0,0,4,0,12,0
2575,0,0,1,0,0,0
2576,1,1,1,2,7,8
2577,0,2,2,15,9,11
2578,2,3,3,9,19,0
2579,0,0,0,0,0,0
2580,1,0,2,1,0,1
2581,0,0,0,0,0,0
2582,0,0,0,0,0,0
2583,0,0,0,0,0,0
2584,0,4,4,6,6,2
2585,1,1,2,4,30,41
2586,2,3,0,6,0,3
2587,0,0,2,0,13,11
2588,2,2,0,7,0,17
2589,1,3,0,15,0,20
2590,1,0,0,5,11,14
2591,1,1,0,17,8,19
2592,1,0,0,1,1,2
2593,3,3,0,10,0,5
2594,0,0,0,0,0,46
2595,2,3,0,9,0,10
2596,0,0,4,0,6,9
2597,2,3,0,6,0,0
2598,1,1,3,0,0,0
2599,0,0,2,0,17,35
2600,3,1,0,0,0,0
2601,0,0,1,0,0,0
2602,3,3,0,9,0,6
2603,0,0,0,0,0,0
2604,0,7,7,5,5,0
2605,2,4,0,0,0,0
2606,1,1,1,9,1,10
2607,0,1,1,9,7,4
2608,1,2,2,0,0,0
2609,0,0,2,0,0,0
2610,0,0,3,0,7,10
2611,1,5,0,11,0,12
2612,0,1,1,1,3,3
2613,0,0,0,0,0,0
2614,2,4,0,16,0,0
2615,0,2,2,3,3,4
2616,2,2,3,3,10,12
2617,0,0,0,0,5,11
2618,0,1,1,19,18,25
2619,0,3,3,15,17,18
2620,1,0,0,1,1,2
2621,0,8,8,7,12,5
2622,2,1,0,0,0,0
2623,0,2,2,17,29,37
2624,1,1,0,1,1,1
2625,1,0,1,1,0,1
2626,1,0,2,6,5,6
2627,0,0,0,0,0,0
2628,0,0,0,0,0,17
2629,2,2,0,7,0,25
2630,0,3,3,21,20,22
2631,0,0,0,0,0,0
2632,1,1,0,1,0,0
2633,0,0,1,0,0,0
2634,0,0,0,0,0,13
2635,0,0,0,0,0,0
2636,1,3,0,7,0,0
2637,1,2,2,17,6,9
2638,0,0,4,0,16,1
2639,3,2,0,5,0,0
2640,0,0,0,0,0,24
2641,1,1,4,2,0,2
2642,1,1,3,6,4,9
2643,1,5,0,28,0,0
2644,0,2,2,12,6,9
2645,2,2,2,5,9,7
2646,1,1,2,11,15,13
2647,0,0,0,0,0,0
2648,0,1,1,26,29,25
2649,1,2,2,42,2,42
2650,1,1,1,0,1,1
2651,1,9,0,14,0,3
2652,0,1,1,2,2,2
2653,2,1,0,10,0,9
2654,1,1,1,0,0,0
2655,0,2,2,3,3,2
2656,0,2,2,0,6,4
2657,1,3,1,3,0,11
2658,2,6,0,6,0,8
2659,0,0,1,0,0,0
2660,0,2,2,6,7,0
2661,0,1,1,5,5,3
2662,1,1,0,0,6,8
2663,1,2,0,45,25,25
2664,0,3,3,2,2,1
2665,1,0,0,1,6,6
2666,0,0,1,0,0,0
2667,0,0,0,0,0,10
2668,0,2,2,5,9,5
2669,1,2,1,2,0,1
2670,2,4,0,18,0,0
2671,1,7,7,12,2,2
2672,0,0,0,0,0,3
2673,1,5,0,14,25,25
2674,2,3,0,20,0,22
2675,0,0,5,0,4,8
2676,0,0,3,0,2,0
2677,0,0,1,0,13,0
2678,0,0,0,0,8,12
2679,0,0,3,0,0,0
2680,2,1,2,1,2,3
2681,1,1,1,0,2,2
2682,0,0,2,0,33,0
2683,1,1,2,0,0,0
2684,0,2,2,1,2,1
2685,0,0,0,0,4,4
2686,1,3,8,0,5,0
2687,0,0,0,0,0,0
2688,0,0,0,0,0,2
2689,1,3,1,4,26,23
2690,1,9,0,33,0,0
2691,2,1,0,9,0,6
2692,0,0,6,0,11,7
2693,0,0,1,0,4,10
2694,0,0,0,0,0,0
2695,0,0,5,0,1,0
2696,0,0,6,0,6,1
2697,1,0,3,1,0,1
2698,1,1,2,7,6,25
2699,2,0,0,7,0,10
2700,1,1,0,1,0,1
2701,0,0,0,0,8,8
2702,2,3,6,1,1,9
2703,0,6,6,16,8,10
2704,1,1,2,3,9,1
2705,0,0,6,0,15,14
2706,0,0,0,0,0,0
2707,1,3,0,3,0,4
2708,2,1,1,21,19,30
2709,0,0,0,0,0,1
2710,1,0,0,3,0,3
2711,2,0,0,5,0,9
2712,1,7,0,19,0,0
2713,1,1,0,3,11,13
2714,0,4,4,1,1,0
2715,0,0,0,0,0,0
2716,1,3,2,36,15,15
2717,0,0,0,0,0,13
2718,0,0,0,0,0,32
2719,0,4,4,16,18,5
2720,0,0,0,0,0,0
2721,2,2,0,6,0,13
2722,0,0,1,0,4,2
2723,1,4,5,10,11,8
2724,1,2,0,15,27,33
2725,1,4,0,19,0,36
2726,0,0,6,0,12,17
2727,2,1,2,5,11,32
2728,1,7,0,0,0,0
2729,1,3,0,17,0,13
2730,0,3,3,6,6,5
2731,3,1,0,0,0,0
2732,0,1,1,3,3,0
2733,1,1,3,13,22,0
2734,2,1,2,2,19,22
2735,1,0,0,2,0,2
2736,0,1,1,1,2,1
2737,1,2,1,2,0,1
2738,2,6,0,21,0,0
2739,2,5,6,3,0,0
2740,1,3,2,27,6,22
2741,0,1,1,3,3,4
2742,0,0,1,0,13,5
2743,0,9,9,37,35,0
2744,0,3,3,14,14,33
2745,1,1,4,25,22,19
2746,0,0,3,0,6,13
2747,0,2,2,10,6,8
2748,2,6,0,3,0,11
2749,0,0,0,0,0,6
2750,1,6,3,9,4,0
2751,3,3,0,5,0,0
2752,0,0,2,0,9,2
2753,2,1,2,7,2,3
2754,1,3,1,10,6,14
2755,0,0,3,0,18,6
2756,1,2,1,10,3,5
2757,0,0,1,0,0,0
2758,0,0,1,0,0,0
2759,0,1,1,3,2,2
2760,1,2,5,15,36,0
2761,1,0,0,1,2,2
2762,0,0,0,0,0,6
2763,0,3,3,1,3,0
2764,0,0,5,0,11,0
2765,0,2,2,1,3,1
2766,1,2,0,5,0,13
2767,0,0,5,0,2,0
2768,0,0,3,0,4,0
2769,0,0,1,0,1,13
2770,0,0,5,0,15,6
2771,0,0,0,0,0,0
2772,1,3,1,3,3,1
2773,1,5,3,3,4,0
2774,0,0,6,0,11,1
2775,1,1,3,0,0,0
2776,0,0,3,0,4,12
2777,3,2,0,1,0,3
2778,0,3,3,7,9,5
2779,1,1,0,0,1,1
2780,2,1,0,2,5,10
2781,1,0,0,6,0,6
2782,0,0,0,0,0,9
2783,1,1,1,0,0,0
2784,0,0,0,0,0,13
2785,0,5,5,6,6,0
2786,2,0,1,14,5,21
2787,0,0,1,0,0,0
2788,1,2,2,3,11,0
2789,1,4,0,5,0,1
2790,0,0,0,0,0,0
2791,1,7,5,3,7,2
2792,3,4,0,3,0,4
2793,0,1,1,8,4,6
2794,0,0,0,0,17,17
2795,0,0,1,0,0,0
2796,3,2,0,12,0,9
2797,0,0,0,0,1,1
2798,0,4,4,40,17,30
2799,0,2,2,2,3,0
2800,0,0,5,0,34,35
2801,0,2,2,19,5,19
2802,0,0,0,0,0,24
2803,1,1,1,0,0,0
2804,0,0,2,0,28,11
2805,0,0,5,0,13,0
2806,0,0,2,0,3,0
2807,0,0,5,0,13,0
2808,1,0,0,1,0,1
2809,0,2,2,32,44,12
2810,0,0,7,0,11,5
2811,1,2,0,0,0,0
2812,2,1,0,2,0,12
2813,0,0,3,0,2,0
2814,1,2,0,8,0,27
2815,1,1,1,0,4,3
2816,1,1,1,0,0,0
2817,0,0,4,0,3,0
2818,1,3,3,4,7,0
2819,2,2,2,3,4,22
2820,0,0,0,0,2,2
2821,1,5,3,5,4,0
2822,1,1,3,2,4,1
2823,1,2,3,4,7,4
2824,2,1,0,20,0,13
2825,2,4,0,4,0,1
2826,1,2,0,11,0,14
2827,0,7,7,1,1,0
2828,3,5,0,16,0,0
2829,1,1,1,2,5,16
2830,0,2,2,11,35,24
2831,1,2,1,3,3,5
2832,1,2,0,2,8,10
2833,0,2,2,11,29,17
2834,1,2,2,10,6,7
2835,0,2,2,1,1,0
2836,2,3,0,9,0,5
2837,0,0,4,0,12,14
2838,1,1,7,4,11,9
2839,1,1,1,0,2,1
2840,1,0,0,2,0,2
2841,0,2,2,4,10,8
